__id__,ai_classified_at,ai_company_type,ai_confidence,ai_country,ai_keywords,ai_sector,ai_summary,company,country,country_name,crawled_at,description,domain,keywords,lead_id,page_count,sitemap_type,sitemap_url,source_query,target_types,title,website
acecalculator_com,2026-05-28T13:45:14+00:00,B2C,0.4,,"[""online calculator"",""scientific calculator"",""math"",""trigonometry"",""logarithms"",""free"",""web app"",""calculations"",""acecalculator""]",technology,Website providing free online scientific calculator tools.,Acecalculator,*,Global,2026-05-28T13:30:59+00:00,"Use Ace Calculator’s free online scientific calculator for fast, accurate math, trigonometry, and logarithmic calculations—no downloads",acecalculator.com,"[""norsk"",""rekruttering"",""bemanningsselskap"",""tjenester"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""free"",""online"",""calculator"",""accurate"",""amp"",""easy"",""scientific"",""use"",""ace"",""fast"",""acecalculator"",""online calculator"",""scientific calculator""]",acecalculator_com,716,index,https://acecalculator.com/sitemap_index.xml,norsk rekruttering bemanningsselskap tjenester,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association""]",Free Online Calculator | Accurate &amp; Easy Scientific Calculator,https://acecalculator.com/
afk_no,2026-05-28T12:44:34+00:00,government,0.82,,"[""viken"",""fylkeskommune"",""regionplanstrategi"",""regional utvikling"",""municipality"",""kommuner"",""dokumentasjon"",""planlegging"",""bærekraft"",""utslipp"",""klima"",""kunnskapsgrunnlag"",""regionalt""]",public_sector,"Regional fylkeskommunal nettside om planstrategi, utviklingstrekk og bærekraftig regionsatsing.",Afk,NO,Norway,2026-05-28T12:15:19+00:00,,afk.no,"[""viken"",""fylkeskommune"",""nettside"",""tjenester"",""municipality"",""university"",""ecommerce"",""media"",""healthcare"",""documentation"",""association"",""afk"",""regionplanstrategi"",""regional utvikling"",""kommuner"",""dokumentasjon"",""planlegging"",""bærekraft"",""utslipp"",""klima"",""kunnskapsgrunnlag"",""regionalt""]",afk_no,4794,urlset,https://afk.no/tjenester/planlegging/samfunnsplanlegging/regional-planstrategi/veien-til-et-barekraftig-viken-regional-planstrategi-2020-2024/vi-er-viken/regionale-utviklingstrekk/sitemap.xml,viken fylkeskommune nettside tjenester,"[""municipality"",""university"",""ecommerce"",""media"",""healthcare"",""documentation"",""association""]",,https://afk.no/tjenester/planlegging/samfunnsplanlegging/regional-planstrategi/veien-til-et-barekraftig-viken-regional-planstrategi-2020-2024/vi-er-viken/regionale-utviklingstrekk/
agderfk_no,2026-05-28T12:44:34+00:00,government,0.9,,"[""agder"",""fylkeskommune"",""levekår"",""klimagass"",""utslipp"",""tjenester"",""informasjon"",""klima og miljø"",""region"",""kommuner"",""dokumentasjon""]",public_sector,Agder fylkeskommune tilbyr informasjon og tjenester for bedre levekår og lavere klimagassutslipp.,Agderfk,NO,Norway,2026-05-28T12:15:01+00:00,Agder fylkeskommune arbeider for bedre levekår og lavere utslipp av klimagasser på Agder,agderfk.no,"[""agder"",""fylkeskommune"",""tjenester"",""informasjon"",""municipality"",""university"",""ecommerce"",""media"",""healthcare"",""documentation"",""association"",""arbeider"",""bedre"",""levekår"",""lavere"",""utslipp"",""klimagasser"",""agderfk"",""klimagass"",""klima og miljø"",""region"",""kommuner"",""dokumentasjon""]",agderfk_no,1220,urlset,https://agderfk.no/sitemap.xml,agder fylkeskommune tjenester informasjon,"[""municipality"",""university"",""ecommerce"",""media"",""healthcare"",""documentation"",""association""]",Agder fylkeskommune,https://agderfk.no/
agdertall_no,2026-05-28T12:44:34+00:00,government,0.86,,"[""agder"",""statistikk"",""fakta"",""kunnskapsportalen"",""fylkeskommune"",""kommuner"",""næringsliv"",""media"",""data"",""dokumentasjon"",""tallgrunnlag""]",public_sector,"Kunnskapsportal med statistikk og fakta om Agder for kommuner, næringsliv og media.",Agdertall,NO,Norway,2026-05-28T12:14:58+00:00,"Et utvalg av statistikk og fakta om Agder. Målgruppen for kunnskapsportalen er kommunene, fylkeskommunen, næringslivet og media, samt andre som har behov for oppdatert statistikk i sitt arbeid.",agdertall.no,"[""agder"",""fylkeskommune"",""tjenester"",""informasjon"",""municipality"",""university"",""ecommerce"",""media"",""healthcare"",""documentation"",""association"",""agdertall"",""utvalg"",""statistikk"",""fakta"",""målgruppen"",""kunnskapsportalen"",""kommunene"",""fylkeskommunen"",""kommuner"",""næringsliv"",""data"",""dokumentasjon"",""tallgrunnlag""]",agdertall_no,118,urlset,https://agdertall.no/sitemap.xml,agder fylkeskommune tjenester informasjon,"[""municipality"",""university"",""ecommerce"",""media"",""healthcare"",""documentation"",""association""]",Agdertall,https://agdertall.no/
aguesseau_notaires_com,,,,,,,,Aguesseau Notaires,*,Global,2026-05-28T14:35:55+00:00,AGUESSEAU NOTAIRES À PARIS - Immobilier des particuliers - Droit de la famille et la transmission - Immobilier professionnel - Financement,aguesseau-notaires.com,"[""norsk"",""fritidseiendom"",""hytte"",""tomt"",""salg"",""informasjon"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""accueil"",""aguesseau"",""notaires"",""paris"",""immobilier"",""particuliers"",""droit"",""famille"",""transmission""]",aguesseau_notaires_com,64,index,https://aguesseau-notaires.com/sitemap.xml,norsk fritidseiendom hytte tomt salg informasjon,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]",ACCUEIL - AGUESSEAU NOTAIRES,https://aguesseau-notaires.com/
ai_basics_com,,,,,,,,Ai Basics,*,Global,2026-05-28T14:25:26+00:00,"I switched from ChatGPT to Claude three months ago. Here&#039;s my honest review after daily use: what works, what doesn&#039;t, and when Claude makes sense for your work.",ai-basics.com,"[""norsk"",""nettbutikk"",""hobby"",""fritid"",""produkter"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""claude"",""review"",""switched"",""chatgpt"",""after"",""months"",""three"",""ago"",""here"",""honest"",""basics""]",ai_basics_com,58,index,https://ai-basics.com/claude-ai-review/sitemap.xml,norsk nettbutikk hobby fritid produkter,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]",Claude AI Review (2026): I Switched From ChatGPT After 3 Months,https://ai-basics.com/claude-ai-review/
aisvesseltracker_com,,,,,,,,Aisvesseltracker,*,Global,2026-05-28T14:06:48+00:00,"Track 400,000+ ships live. Free AIS vessel tracker with real-time positions, voyage history playback, area traffic replay, live weather overlays, port arrivals &amp; departures, and vessel alerts. No sign-up required.",aisvesseltracker.com,"[""offentlig"",""etat"",""dokumentasjon"",""norsk"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""voyage"",""radar"",""free"",""live"",""ship"",""tracker"",""history"",""playback"",""amp"",""track"",""ships"",""ais"",""vessel"",""real"",""aisvesseltracker""]",aisvesseltracker_com,98,urlset,https://aisvesseltracker.com/sitemap.xml,offentlig etat dokumentasjon norsk,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]","Voyage Radar - Free Live Ship Tracker, Voyage History Playback &amp; Area Replay",https://aisvesseltracker.com/
alesund_kommune_no,2026-05-28T13:45:14+00:00,government,0.97,NO,"[""alesund"",""kommune"",""municipality"",""services"",""citizens"",""policy"",""public information"",""community"",""tenester""]",public_sector,Official municipal website providing services and information for Ålesund residents.,Alesund,NO,Norway,2026-05-28T13:26:43+00:00,Velkommen til Ålesund kommune. Her finn du oversikt over tenestene i kommunen på nett.,alesund.kommune.no,"[""ålesund"",""kommune"",""nettside"",""innbyggere"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""velkommen"",""her"",""finn"",""oversikt"",""over"",""tenestene"",""alesund"",""services"",""citizens"",""policy"",""public information"",""community"",""tenester""]",alesund_kommune_no,886,urlset,https://alesund.kommune.no/sitemap.xml,ålesund kommune nettside innbyggere,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association""]",Ålesund kommune,https://alesund.kommune.no/
alison_com,,,,,,,,Alison,*,Global,2026-05-28T14:13:22+00:00,"Free online courses with certificates. Join 15 million graduates and empower your career. Study, learn, certify, upskill with free online learning and training",alison.com,"[""norsk"",""produksjonsbedrift"",""produktkatalog"",""teknisk"",""dokumentasjon"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""free"",""online"",""courses"",""amp"",""learning"",""alison"",""certificates"",""join"",""million"",""graduates"",""empower""]",alison_com,38323,index,https://alison.com/sitemap.xml,norsk produksjonsbedrift produktkatalog teknisk dokumentasjon,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]",Free Online Courses &amp; Online Learning | Alison,https://alison.com/
ambrook_com,2026-05-28T13:45:14+00:00,B2B,0.64,US,"[""bookkeeping"",""payments"",""invoicing"",""financial tools"",""business insights"",""software"",""farmers"",""contractors"",""ranchers""]",finance,"Financial software platform for bookkeeping, invoicing, and payments for service businesses.",Ambrook,*,Global,2026-05-28T13:28:27+00:00,"Bookkeeping, payments, invoicing, and business insights in one place — built for farmers, ranchers, contractors, and the people America depends on. Try free for 30 days.",ambrook.com,"[""norsk"",""arkiv"",""historiske"",""dokumenter"",""søk"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""ambrook"",""financial"",""tools"",""worthy"",""work"",""bookkeeping"",""payments"",""invoicing"",""business"",""insights"",""place"",""built""]",ambrook_com,3371,urlset,https://ambrook.com/sitemap.xml,norsk arkiv historiske dokumenter søk,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association""]",Ambrook - Financial Tools Worthy of Your Work,https://ambrook.com/
amsterdam_org,,,,,,,,Amsterdam,*,Global,2026-05-28T14:31:50+00:00,"Experience Amsterdam like a true local with Yellow Bike, the go-to place for bike rental in the heart of the city. With a bike from Yellow Bike, you&apos;ll discover all corners of Amsterdam in the most authentic and flexible way. Why Cycle in Amsterdam? [list] [*]Explore at Your Own Pace: Rent a bi",amsterdam.org,"[""norsk"",""patent"",""varemerkebeskyttelse"",""immaterialrett"",""tjenester"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""yellow"",""bike"",""rental"",""amsterdam"",""experience"",""like"",""true"",""local"",""place""]",amsterdam_org,199,urlset,https://amsterdam.org/en/bike-rental/9005/yellow-bike.html/sitemap.xml,norsk patent varemerkebeskyttelse immaterialrett tjenester,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]",Yellow Bike - Bike rental in Amsterdam,https://amsterdam.org/en/bike-rental/9005/yellow-bike.html
andpizza_com,,,,,,,,Andpizza,*,Global,2026-05-28T14:02:45+00:00,"Experience &amp;pizza&#039;s signature oblong pies with bold flavors, craft-your-own options, and fast delivery. Born in DC, made for everywhere. Order now!",andpizza.com,"[""norsk"",""fritidseiendom"",""hytte"",""tomt"",""salg"",""informasjon"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""fresh"",""pizza"",""delivery"",""amp"",""pickup"",""bold"",""oblong"",""pies"",""experience"",""signature"",""flavors"",""andpizza""]",andpizza_com,108,index,https://andpizza.com/sitemap_index.xml,norsk fritidseiendom hytte tomt salg informasjon,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]",Fresh Pizza Delivery &amp; Pickup | &amp;pizza Bold Oblong Pies,https://andpizza.com/
animals_xnxx_com,,,,,,,,Animals Xnxx,*,Global,2026-05-28T14:08:07+00:00,"Check out our wide-ranging collection of animals XNXX content! We offer lots of bestiality Porn, including XXX scenes with dogs & horses.",animals-xnxx.com,"[""universitetsbibliotek"",""norsk"",""forskning"",""dokumentasjon"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""xnxx"",""animals"",""sex"",""best"",""bestiality"",""porn"",""vids"",""check"",""out"",""wide"",""ranging"",""collection"",""content""]",animals_xnxx_com,3586,urlset,https://animals-xnxx.com/sitemap.xml,universitetsbibliotek norsk forskning dokumentasjon,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]",XNXX Animals Sex with the Best Bestiality Porn Vids,https://animals-xnxx.com/
aquatica_com,,,,,,,,Aquatica,*,Global,2026-05-28T14:39:33+00:00,,aquatica.com,"[""norsk"",""3pl"",""tredjepartslogistikk"",""lagerstyring"",""tjenester"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""aquatica"",""orlando"",""outdoor"",""water"",""park"",""usa"",""today"",""10best""]",aquatica_com,294,index,https://aquatica.com/sitemap-index.xml,norsk 3PL tredjepartslogistikk lagerstyring tjenester,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]",Aquatica Orlando | #1 Outdoor Water Park by USA Today 10best,https://aquatica.com/orlando/
asianraping_com,,,,,,,,Asianraping,*,Global,2026-05-28T14:24:34+00:00,"Asian rape and torture sex scenes, watch perfect east girls getting restrained and banged without consent, total humiliation and submission CNC videos for free.",asianraping.com,"[""norsk"",""nettbutikk"",""bok"",""film"",""musikk"",""spill"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""asian"",""raping"",""rape"",""porn"",""tube"",""torture"",""sex"",""scenes"",""watch"",""perfect"",""east"",""asianraping""]",asianraping_com,752,urlset,https://asianraping.com/sitemap.xml,norsk nettbutikk bok film musikk spill,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]",Asian Raping - Rape Porn Tube,https://asianraping.com/
at_triumph_com,,,,,,,,Triumph,*,Global,2026-05-28T14:17:02+00:00,"Entdecken Sie den B&uuml;gel BH von Triumph und lassen Sie sich begeistern von hochwertigen Materialien und der optimalen Passform, die ein BH mit B&uuml;gel erm&ouml;glicht!",triumph.com,"[""norsk"",""meglerfirma"",""tjenester"",""kunder"",""informasjon"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""bügel"",""bhs"",""offiziellen"",""triumph"",""online"",""shop"",""entdecken"",""sie"",""uuml"",""gel"",""lassen"",""sich""]",at_triumph_com,1519,index,https://at.triumph.com/bhs/mit-buegel/sitemap_index.xml,norsk meglerfirma tjenester kunder informasjon,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]",[MIT BÜGEL BHS] im offiziellen Triumph® Online Shop,https://at.triumph.com/bhs/mit-buegel
atlasflix_com,,,,,,,,Atlasflix,*,Global,2026-05-28T14:33:27+00:00,,atlasflix.com,"[""norsk"",""forretningsjuridisk"",""transaksjoner"",""rådgivning"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality"",""atlasflix""]",atlasflix_com,39527,index,https://atlasflix.com/sitemap.xml,norsk forretningsjuridisk M&A transaksjoner rådgivning,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""finance"",""legal"",""real_estate"",""logistics"",""construction"",""technology"",""hr"",""hospitality""]",,https://atlasflix.com/
augenpraxisklinik_com,2026-05-28T13:45:14+00:00,B2C,0.8,DE,"[""ophthalmology"",""eye clinic"",""eye surgery"",""augenarzt"",""augenpraxisklinik"",""heidelberg"",""mannheim"",""appointments"",""rhineneckar""]",healthcare,German ophthalmology practice offering expert eye care and eye surgery appointments.,Augenpraxisklinik,*,Global,2026-05-28T13:29:26+00:00,Praxis für Augenchirurgie in der Metropolregion Rhein-Neckar. Ihre Experten für Augenheilkunde. Jetzt Termin vereinbaren!,augenpraxisklinik.com,"[""norsk"",""podkast"",""nyheter"",""artikler"",""innhold"",""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association"",""augenarzt"",""augenpraxisklinik"",""heidelberg"",""amp"",""mannheim"",""praxis"",""für"",""augenchirurgie"",""metropolregion"",""rhein"",""neckar"",""ihre""]",augenpraxisklinik_com,112,index,https://augenpraxisklinik.com/sitemap.xml,norsk podkast nyheter artikler innhold,"[""municipality"",""public_sector"",""healthcare"",""education"",""media"",""company"",""ecommerce"",""association""]",Augenarzt / Augenpraxisklinik Heidelberg &amp; Mannheim,https://augenpraxisklinik.com/
